gene,sector,Product,function,functional class,general class,location,envelope_function,COG_functionname,COG_function,COG-id,cAMP
hycI,s-sector,hydrogenase 3 maturation protease,,,,CP,,Energy production and conversion,C,COG0680,no
hydN,rca-sector,putative electron transport protein HydN,,,,CP,,Energy production and conversion,C,COG1142,no
hyfA,rca-sector,hydrogenase 4 component A,,,,CP,,Energy production and conversion,C,COG1142,yes
hyfB,rca-sector,hydrogenase 4 component B,,,,IM,other,notdefined,CP,COG0651,no
hyfC,rca-sector,hydrogenase 4 component C,,,,IM,other,Energy production and conversion,C,COG0650,no
hyfD,rca-sector,hydrogenase 4 component D,,,,IM,other,notdefined,CP,COG1009,no
hyfE,rca-sector,hydrogenase 4 component E,,,,IM,other,Energy production and conversion,C,COG4237,no
hyfF,rca-sector,hydrogenase 4 component F,,,,IM,other,notdefined,CP,COG0651,no
hyfG,ra-sector,hydrogenase 4 catalytic subunit HyfG,,,,CP,,Energy production and conversion,C,COG3261,no
hyfH,s-sector,hydrogenase 4 component H,,,,CP,,Energy production and conversion,C,COG1143,no
hyfI,rca-sector,hydrogenase 4 catalytic subunit HyfI,,,,CP,,Energy production and conversion,C,COG3260,no
hyfJ,s-sector,putative hydrogenase 4 assembly protein,,,,CP,,notdefined,notdefined,,no
hyfR,rca-sector,DNA-binding transcriptional activator HyfR,,,,CP,,notdefined,KT,COG3604,no
hyi,s-sector,hydroxypyruvate isomerase,,,,CP,,Carbohydrate transport and metabolism,G,COG3622,no
hypA,s-sector,hydrogenase 3 nickel incorporation protein HypA,,,,CP,,General function prediction only,R,COG0375,no
hypB,s-sector,hydrogenase isoenzymes nickel incorporation protein HypB,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0378,no
hypC,s-sector,hydrogenase 3 maturation protein HypC,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0298,no
hypD,c-sector,Fe-(CN)<sub>2</sub>CO cofactor assembly scaffold protein HypD,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0409,no
hypE,s-sector,"HypE-S-carboxamide // ""hydrogenase maturation protein, carbamoyl dehydratase""",,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0309,no
hypF,s-sector,carbamoyl--[HypE] ligase,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0068,no
hypT,ra-sector,DNA-binding transcriptional dual regulator HypT,,,,CP,,Transcription,K,COG0583,no
hyuA,rca-sector,phenylhydantoinase,,,,CP,,Nucleotide transport and metabolism,F,COG0044,no
iaaA,s-sector,"&beta; cleavage product of IaaA // ""&alpha; cleavage product of IaaA"" // ""isoaspartyl dipeptidase proenzyme""",,,,CP,,Amino acid transport and metabolism,E,COG1446,no
iadA,u-sector,isoaspartyl dipeptidase,,,,CP,,Carbohydrate transport and metabolism,G,COG1820,no
iap,ra-sector,alkaline phosphatase isozyme conversion protein,,,,PE,other,"Posttranslational modification, protein turnover, chaperones",O,COG2234,no
ibaG,ra-sector,acid stress protein IbaG,,,,CP,,Signal transduction mechanisms,T,COG5007,no
ibpA,s-sector,small heat shock protein IbpA,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0071,no
ibpB,rca-sector,small heat shock protein IbpB,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0071,no
icd,s-sector,isocitrate dehydrogenase,,,,CP,,Energy production and conversion,C,COG0538,no
icdC,rca-sector,protein IcdC,,,,CP,,notdefined,notdefined,,no
iclR,c-sector,DNA-binding transcriptional repressor IclR,,,,CP,,Transcription,K,COG1414,no
idi,s-sector,isopentenyl-diphosphate &Delta;-isomerase,,,,CP,,Lipid transport and metabolism,I,COG1443,no
idnD,rca-sector,IDONDEHYD-MONOMER,,,,CP,,notdefined,ER,COG1063,yes
idnK,rca-sector,"D-gluconate kinase, thermosensitive",,,,CP,,Carbohydrate transport and metabolism,G,COG3265,yes
idnO,s-sector,5-keto-D-gluconate 5-reductase,,,,CP,,notdefined,IQR,COG1028,no
idnR,s-sector,DNA-binding transcriptional dual regulator IdnR,,,,CP,,Transcription,K,COG1609,no
idnT,rca-sector,L-idonate/5-ketogluconate/gluconate transporter,,,,IM,transporter,notdefined,GR,COG2610,no
ihfA,rca-sector,integration host factor subunit &alpha;,,,,CP,,"Replication, recombination and repair",L,COG0776,no
ihfB,s-sector,integration host factor subunit &beta;,,,,CP,,"Replication, recombination and repair",L,COG0776,no
ileS,ra-sector,isoleucine&mdash;tRNA ligase,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0060,no
ilvA,ra-sector,threonine deaminase,,,,CP,,Amino acid transport and metabolism,E,COG1171,no
ilvB,c-sector,acetohydroxy acid synthase I subunit IlvB,,,,CP,,notdefined,EH,COG0028,no
ilvC,u-sector,ketol-acid reductoisomerase (NADP<sup>+</sup>),,,,CP,,notdefined,EH,COG0059,no
ilvD,ra-sector,dihydroxy-acid dehydratase,,,,CP,,notdefined,EG,COG0129,no
ilvE,ra-sector,branched-chain-amino-acid aminotransferase,,,,CP,,notdefined,EH,COG0115,no
ilvG_1,rca-sector,,,,,CP,,notdefined,notdefined,,no
ilvG_2,ra-sector,,,,,CP,,notdefined,notdefined,,no
ilvH,a-sector,"acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit",,,,CP,,Amino acid transport and metabolism,E,COG0440,no
ilvI,a-sector,"acetolactate synthase / acetohydroxybutanoate synthase, catalytic subunit",,,,CP,,notdefined,EH,COG0028,no
ilvL,s-sector,<i>ilvXGMEDA</i> operon leader peptide,,,,CP,,notdefined,notdefined,,no
ilvM,ra-sector,acetolactate synthase II subunit IlvM,,,,CP,,Energy production and conversion,C,COG3978,no
ilvN,c-sector,acetohydroxy acid synthase I subunit IlvN,,,,CP,,Amino acid transport and metabolism,E,COG0440,no
ilvX,s-sector,uncharacterized protein IlvX,,,,CP,,notdefined,notdefined,,no
ilvY,ra-sector,DNA-binding transcriptional dual regulator IlvY,,,,CP,,Transcription,K,COG0583,no
inaA,a-sector,putative lipopolysaccharide kinase InaA,,,,CP,,notdefined,notdefined,,no
infA,a-sector,translation initiation factor IF-1,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0361,no
infB,r-sector,translation initiation factor IF-2,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0532,no
infC,rca-sector,translation initiation factor IF-3,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0290,no
insA-1,rca-sector,IS1 protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG3677,no
insA-2,rca-sector,IS1 protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG3677,no
insA-3,rca-sector,IS1 protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG3677,no
insA-4,rca-sector,IS1 protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG3677,no
insA-5,rca-sector,IS1 protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG3677,no
insA-6,rca-sector,IS1 protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG3677,no
insA-7,s-sector,KpLE2 phage-like element; IS1 repressor protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG3677,no
insAB-1,rca-sector,InsAB' transposase,,,,CP,,notdefined,notdefined,,no
insAB-2,rca-sector,InsAB' transposase,,,,CP,,notdefined,notdefined,,no
insAB-3,rca-sector,InsAB' transposase,,,,CP,,notdefined,notdefined,,no
insAB-4,rca-sector,InsAB' transposase,,,,CP,,notdefined,notdefined,,no
insAB-5,rca-sector,InsAB' transposase,,,,CP,,notdefined,notdefined,,no
insAB-6,rca-sector,InsAB' transposase,,,,CP,,notdefined,notdefined,,no
insB-1,rca-sector,IS1 protein InsB,,,,CP,,"Mobilome: prophages, transposons",X,COG1662,no
insB-2,rca-sector,IS1 protein InsB,,,,CP,,"Mobilome: prophages, transposons",X,COG1662,no
insB-4,rca-sector,IS1 protein InsB,,,,CP,,"Mobilome: prophages, transposons",X,COG1662,no
insC-1,rca-sector,IS2 element protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insC-2,rca-sector,IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insC-3,rca-sector,CP4-44 prophage; IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insC-4,rca-sector,IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insC-5,rca-sector,IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insC-6,rca-sector,KpLE2 phage-like element; IS2 insertion element repressor InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insCD-1,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no
insCD-2,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no
insCD-3,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no
insCD-4,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no
insCD-5,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no
insCD-6,rca-sector,IS2 element transposase InsAB',,,,CP,,notdefined,notdefined,,no
insD,rca-sector,,,,,CP,,notdefined,notdefined,,no
insD-1,rca-sector,IS2 element protein,,,,CP,,"Mobilome: prophages, transposons",X,COG2801,no
insE-1,rca-sector,IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insE-2,rca-sector,IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insE-3,rca-sector,DLP12 prophage; IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insE-4,rca-sector,IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insE-5,rca-sector,IS3 element protein InsE,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insEF-1,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no
insEF-2,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no
insEF-3,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no
insEF-4,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no
insEF-5,rca-sector,IS3 element transposase,,,,CP,,notdefined,notdefined,,no
insF-1,rca-sector,IS3 element protein InsF,,,,CP,,"Mobilome: prophages, transposons",X,COG2801,no
insG,s-sector,KpLE2 phage-like element; IS<i>4</i> putative transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG3385,no
insH-1,rca-sector,CP4-6 prophage; IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insH-10,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insH-11,r-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insH-2,rca-sector,DLP12 prophage; IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insH-3,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insH-4,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insH-5,a-sector,Rac prophage; IS5 transposase and trans-activator,,,,CP,,notdefined,notdefined,,no
insH-6,rca-sector,CP4-44 prophage; IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insH-7,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insH-8,r-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insH-9,rca-sector,IS5 transposase and trans-activator,,,,CP,,"Mobilome: prophages, transposons",X,COG3039,no
insI-1,s-sector,IS30 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG2826,no
insI-2,rca-sector,IS30 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG2826,no
insI-3,rca-sector,KpLE2 phage-like element; IS30 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG2826,no
insJ,rca-sector,insertion element IS150 protein InsA,,,,CP,,"Mobilome: prophages, transposons",X,COG2963,no
insJK,rca-sector,IS150 protein InsAB,,,,CP,,notdefined,notdefined,,no
insK,rca-sector,IS150 conserved protein InsB,,,,CP,,"Mobilome: prophages, transposons",X,COG2801,no
insL-1,rca-sector,IS186/IS421 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG3385,no
insL-2,rca-sector,IS186/IS421 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG3385,no
insL-3,rca-sector,putative IS186/IS421 transposase,,,,CP,,"Mobilome: prophages, transposons",X,COG3385,no
insN-1,a-sector,,,,,CP,,notdefined,notdefined,,no
insN-2,rca-sector,,,,,CP,,notdefined,notdefined,,no
insO-1,rca-sector,,,,,CP,,notdefined,notdefined,,no
insO-2,rca-sector,,,,,CP,,notdefined,notdefined,,no
intA,a-sector,CP4-57 prophage; integrase,,,,CP,,notdefined,LX,COG0582,no
intB,rca-sector,KpLE2 phage-like element; putative integrase,,,,CP,,notdefined,notdefined,,no
intD,rca-sector,DLP12 prophage; putative integrase,,,,CP,,notdefined,LX,COG0582,no
intE,s-sector,e14 prophage; putative integrase,,,,CP,,notdefined,LX,COG0582,no
intF,rca-sector,CP4-6 prophage; putative phage integrase,,,,CP,,notdefined,LX,COG0582,no
intG,c-sector,putative defective phage integrase,,,,CP,,notdefined,notdefined,,no
intQ,rca-sector,Qin prophage; putative defective integrase,,,,CP,,notdefined,notdefined,,no
intR,c-sector,Rac prophage; putative integrase,,,,CP,,notdefined,LX,COG0582,no
intS,r-sector,CPS-53 (KpLE1) prophage; prophage CPS-53 integrase,,,,CP,,notdefined,LX,COG0582,no
intZ,rca-sector,CPZ-55 prophage; putative phage integrase IntZ,,,,CP,,notdefined,LX,COG0582,no
iraD,a-sector,"anti-adaptor protein IraD, inhibitor of &sigma;<sup>S</sup> proteolysis",,,,CP,,"Intracellular trafficking, secretion, and vesicular transport",U,COG3518,no
iraM,a-sector,"anti-adaptor protein IraM, inhibitor of &sigma;<sup>S</sup> proteolysis",,,,CP,,notdefined,notdefined,,no
iraP,rca-sector,anti-adaptor protein for &sigma;<sup>S</sup> stabilization,,,,CP,,notdefined,notdefined,,no
iroK,rca-sector,protein IroK,,,,CP,,notdefined,notdefined,,no
iscA,rc-sector,iron-sulfur cluster insertion protein IscA,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0316,no
iscR,rc-sector,DNA-binding transcriptional dual regulator IscR,,,,CP,,Transcription,K,COG1959,no
iscS,rc-sector,cysteine desulfurase,,,,CP,,Amino acid transport and metabolism,E,COG1104,no
iscU,rc-sector,scaffold protein for iron-sulfur cluster assembly,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0822,no
iscX,r-sector,accessory iron-sulfur cluster assembly protein IscX,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG2975,no
ispA,rca-sector,geranyl diphosphate/farnesyl diphosphate synthase,,,,CP,,Coenzyme transport and metabolism,H,COG0142,no
ispB,a-sector,<i>all-trans</i>-octaprenyl-diphosphate synthase,,,,CP,,Coenzyme transport and metabolism,H,COG0142,no
ispD,ra-sector,2-<i>C</i>-methyl-D-erythritol 4-phosphate cytidylyltransferase,,,,CP,,Lipid transport and metabolism,I,COG1211,no
ispE,rca-sector,4-(cytidine 5'-diphospho)-2-<i>C</i>-methyl-D-erythritol kinase,,,,CP,,Lipid transport and metabolism,I,COG1947,no
ispF,ra-sector,"2-<i>C</i>-methyl-D-erythritol 2,4-cyclodiphosphate synthase",,,,CP,,Lipid transport and metabolism,I,COG0245,no
ispG,ra-sector,(<em>E</em>)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin),,,,CP,,Lipid transport and metabolism,I,COG0821,no
ispH,ra-sector,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase,,,,CP,,Lipid transport and metabolism,I,COG0761,no
ispU,rca-sector,,,,,CP,,Lipid transport and metabolism,I,COG0020,no
ivbL,rca-sector,<i>ilvBN</i> operon leader peptide,,,,CP,,notdefined,notdefined,,yes
ivy,a-sector,"periplasmic chaperone, inhibitor of vertebrate C-type lysozyme",,,,PE,other,notdefined,notdefined,,no
katE,s-sector,catalase HPII,,,,CP,,Inorganic ion transport and metabolism,P,COG0753,no
katG,s-sector,catalase/hydroperoxidase HPI,,,,CP,,Inorganic ion transport and metabolism,P,COG0376,no
kbaY,rca-sector,"tagatose-1,6-bisphosphate aldolase 1 subunit KbaY",,,,CP,,Carbohydrate transport and metabolism,G,COG0191,no
kbaZ,s-sector,"tagatose-1,6-bisphosphate aldolase 1 subunit KbaZ",,,,CP,,Carbohydrate transport and metabolism,G,COG4573,yes
kbl,rca-sector,2-amino-3-ketobutyrate CoA ligase,,,,CP,,Coenzyme transport and metabolism,H,COG0156,no
kch,a-sector,K<sup>+</sup> channel Kch,,,,IM,other,Inorganic ion transport and metabolism,P,COG1226,no
kdgK,a-sector,2-dehydro-3-deoxygluconokinase,,,,CP,,Carbohydrate transport and metabolism,G,COG0524,no
kdgR,s-sector,DNA-binding transcriptional repressor KdgR,,,,CP,,Transcription,K,COG1414,no
kdgT,rca-sector,2-dehydro-3-deoxy-D-gluconate:H<sup>+</sup> symporter,,,,IM,transporter,notdefined,notdefined,,yes
kdpA,rca-sector,K<sup>+</sup> transporting P-type ATPase subunit KdpA,,,,IM,other,Inorganic ion transport and metabolism,P,COG2060,no
kdpB,rca-sector,K<sup>+</sup> transporting P-type ATPase subunit KdpB,,,,IM,other,Inorganic ion transport and metabolism,P,COG2216,no
kdpC,rca-sector,K<sup>+</sup> transporting P-type ATPase subunit KdpC,,,,IM,other,Inorganic ion transport and metabolism,P,COG2156,no
kdpD,rca-sector,sensory histidine kinase KdpD,,,,IM,other,Signal transduction mechanisms,T,COG2205,no
kdpE,rca-sector,"KdpE-Phosphorylated // ""DNA-binding transcriptional activator KdpE""",,,,CP,,notdefined,TK,COG0745,yes
kdpF,rca-sector,K<sup>+</sup> transporting P-type ATPase subunit KdpF,,,,CP,,notdefined,notdefined,,no
kdsA,a-sector,3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase,,,,CP,,Cell wall/membrane/envelope biogenesis,M,COG2877,no
kdsB,a-sector,3-deoxy-<i>manno</i>-octulosonate cytidylyltransferase,,,,CP,,Cell wall/membrane/envelope biogenesis,M,COG1212,no
kdsC,rca-sector,3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate phosphatase KdsC,,,,CP,,notdefined,MR,COG1778,no
kdsD,ra-sector,D-arabinose 5-phosphate isomerase KdsD,,,,CP,,Signal transduction mechanisms,T,COG0517,no
kduD,rca-sector,putative 2-keto-3-deoxy-D-gluconate dehydrogenase,,,,CP,,notdefined,IQR,COG1028,no
kduI,s-sector,5-dehydro-4-deoxy-D-glucuronate isomerase,,,,CP,,Carbohydrate transport and metabolism,G,COG3717,no
kefB,rca-sector,KEFB-MONOMER,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0475,no
kefC,s-sector,K<sup>+</sup> : H<sup>+</sup> antiporter KefC,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0475,no
kefF,s-sector,regulator of KefC-mediated potassium transport and quinone oxidoreductase,,,,CP,,General function prediction only,R,COG2249,no
kefG,rca-sector,protein required for KefB activity,,,,CP,,General function prediction only,R,COG2249,no
